respondent_id,full_name,neighborhood,channel,pillar,question_num,question_text,response_text,duration_sec,sentiment,timestamp
NCH-187,Raymond Phillips,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Senior-friendly housing options. Not everyone needs a big house anymore.",33,neutral,2026-01-20 20:15:22
NCH-187,Raymond Phillips,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I've lived in North College Hill my whole life. Don't want to leave now.",29,positive,2026-01-20 20:16:48
NCH-188,Monique Johnson,Clovernook,phone,HOUSING,1,"Do you currently rent or own your home?","I own. Single mom of two, homeowner for four years now.",23,positive,2026-01-21 08:55:17
NCH-188,Monique Johnson,Clovernook,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Childcare costs eat into what I could spend on the house. Everything is a trade-off.",44,neutral,2026-01-21 08:56:45
NCH-188,Monique Johnson,Clovernook,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Comprehensive family support. Housing, childcare, jobs - they're all connected.",40,neutral,2026-01-21 08:58:12
NCH-188,Monique Johnson,Clovernook,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","My kids have a yard. That's why I work so hard to keep this house.",28,positive,2026-01-21 08:59:38
NCH-189,Gerald Williams,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Own. This house has been in my family since 1962.",20,positive,2026-01-21 10:35:42
NCH-189,Gerald Williams,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","The city wants me to fix the sidewalk in front of my house but I can't afford it.",42,negative,2026-01-21 10:37:08
NCH-189,Gerald Williams,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","City should help with sidewalk costs, especially for seniors and on fixed incomes.",38,neutral,2026-01-21 10:38:35
NCH-189,Gerald Williams,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Sidewalks would help everyone. Kids walking to school, people in wheelchairs.",34,positive,2026-01-21 10:40:02
NCH-190,Sandra Mitchell,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Rent but looking. Saving every penny I can.",19,neutral,2026-01-21 12:28:55
NCH-190,Sandra Mitchell,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Prices keep going up faster than I can save. It feels like chasing a moving target.",43,negative,2026-01-21 12:30:22
NCH-190,Sandra Mitchell,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Price controls or community land trusts to keep housing affordable long-term.",36,neutral,2026-01-21 12:31:48
NCH-190,Sandra Mitchell,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I believe in North College Hill. I just want a chance to invest in it.",30,positive,2026-01-21 12:33:15
NCH-191,Marcus Turner,Clovernook,phone,HOUSING,1,"Do you currently rent or own your home?","Owner. Bought from my grandparents at a family price.",22,positive,2026-01-21 14:45:33
NCH-191,Marcus Turner,Clovernook,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Updating the house while preserving the character. New HVAC doesn't match the old aesthetic.",46,neutral,2026-01-21 14:47:02
NCH-191,Marcus Turner,Clovernook,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Family-to-family sale programs that make it easier to pass property down.",35,positive,2026-01-21 14:48:28
NCH-191,Marcus Turner,Clovernook,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Generational wealth through homeownership. That's what my grandparents gave me.",33,positive,2026-01-21 14:49:55
NCH-192,Patricia Davis,Sunshine,web,HOUSING,1,"Do you currently rent or own your home?","Rent. Been at the same place eight years now.",18,neutral,2026-01-21 16:33:27
NCH-192,Patricia Davis,Sunshine,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","My landlord wants to sell. I might have to move after all these years.",39,negative,2026-01-21 16:34:52
NCH-192,Patricia Davis,Sunshine,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Right of first refusal for long-term renters when landlords sell.",34,neutral,2026-01-21 16:36:18
NCH-192,Patricia Davis,Sunshine,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I'd buy this house if I could. It's been my home for almost a decade.",28,neutral,2026-01-21 16:37:45
NCH-193,Steven Robinson,Meyerville,SMS,HOUSING,1,"Do you currently rent or own your home?","Own",,positive,2026-01-21 18:22:14
NCH-193,Steven Robinson,Meyerville,SMS,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Insurance dropped me. Hard to find coverage",,negative,2026-01-21 18:23:32
NCH-193,Steven Robinson,Meyerville,SMS,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Insurance pool for older homes",,neutral,2026-01-21 18:24:48
NCH-193,Steven Robinson,Meyerville,SMS,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Been here 20 years. Plan to stay",,positive,2026-01-21 18:26:05
NCH-194,Tiffany Washington,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","I own my home. First in my family to do it.",22,positive,2026-01-21 20:15:38
NCH-194,Tiffany Washington,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Learning everything from scratch. Nobody in my family knew about homeownership stuff.",41,neutral,2026-01-21 20:17:05
NCH-194,Tiffany Washington,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Mentorship programs pairing first-generation homebuyers with experienced owners.",38,positive,2026-01-21 20:18:32
NCH-194,Tiffany Washington,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I'm breaking the cycle for my children. They'll know what homeownership means.",34,positive,2026-01-21 20:20:00
NCH-195,Daniel Anderson,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","Rent. Moved here from Cincinnati a couple years ago.",21,neutral,2026-01-22 08:28:44
NCH-195,Daniel Anderson,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","No AC and summers are brutal. Landlord says it's not required.",35,negative,2026-01-22 08:30:08
NCH-195,Daniel Anderson,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Minimum standards for rental properties. Make landlords do right.",31,neutral,2026-01-22 08:31:35
NCH-195,Daniel Anderson,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I like North College Hill. Quieter than the city. Want to put down roots.",32,positive,2026-01-22 08:33:02
NCH-196,Michelle Thompson,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Own. Divorced last year and kept the house. It was a fight but worth it.",29,neutral,2026-01-22 10:45:17
NCH-196,Michelle Thompson,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Managing everything alone now. Mortgage, repairs, yard work. It's a lot.",40,negative,2026-01-22 10:46:45
NCH-196,Michelle Thompson,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Support groups for single homeowners. Sharing resources and knowledge.",35,positive,2026-01-22 10:48:12
NCH-196,Michelle Thompson,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","This house is my fresh start. I'm not giving it up.",24,positive,2026-01-22 10:49:38
NCH-197,Brian Lewis,Clovernook,web,HOUSING,1,"Do you currently rent or own your home?","Rent. Working two jobs to save for a down payment.",23,neutral,2026-01-22 12:33:22
NCH-197,Brian Lewis,Clovernook,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Time. I work so much I barely see the place I'm paying for.",32,negative,2026-01-22 12:34:48
NCH-197,Brian Lewis,Clovernook,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Living wage jobs so people don't have to work two jobs just to survive.",39,neutral,2026-01-22 12:36:15
NCH-197,Brian Lewis,Clovernook,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","I'll get there. Just need time and a little help.",22,positive,2026-01-22 12:37:42
NCH-198,Cynthia Harris,Sunshine,phone,HOUSING,1,"Do you currently rent or own your home?","I own. Bought 10 years ago when prices were better.",23,positive,2026-01-22 14:22:55
NCH-198,Cynthia Harris,Sunshine,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Termite damage. Just found out and the treatment plus repairs will be thousands.",47,negative,2026-01-22 14:24:22
NCH-198,Cynthia Harris,Sunshine,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Home warranties or emergency funds for unexpected major repairs.",34,neutral,2026-01-22 14:25:48
NCH-198,Cynthia Harris,Sunshine,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","One big repair bill shouldn't mean losing your house. We need a safety net.",37,neutral,2026-01-22 14:27:15
NCH-199,Tony Martinez,Meyerville,web,HOUSING,1,"Do you currently rent or own your home?","Own. My wife and I are the only Latino homeowners on our block.",26,positive,2026-01-22 16:45:33
NCH-199,Tony Martinez,Meyerville,web,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","Language barriers when dealing with contractors and city offices. Not everyone speaks Spanish.",44,neutral,2026-01-22 16:47:02
NCH-199,Tony Martinez,Meyerville,web,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Bilingual housing resources. North College Hill is becoming more diverse.",36,neutral,2026-01-22 16:48:28
NCH-199,Tony Martinez,Meyerville,web,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","We're proud to be part of this community. Want to see it thrive.",28,positive,2026-01-22 16:49:55
NCH-200,Angela Foster,Clovernook,phone,HOUSING,1,"Do you currently rent or own your home?","I own my home. Paid cash from an inheritance, which I know is rare.",28,positive,2026-01-22 18:33:17
NCH-200,Angela Foster,Clovernook,phone,HOUSING,2,"What's your biggest challenge with housing right now - affordability, maintenance, safety, or something else?","No mortgage but property taxes and insurance still add up. Utilities are expensive too.",42,neutral,2026-01-22 18:34:45
NCH-200,Angela Foster,Clovernook,phone,HOUSING,3,"What would help more residents become homeowners in North College Hill?","Utility assistance programs. Even owners need help with the ongoing costs.",35,neutral,2026-01-22 18:36:12
NCH-200,Angela Foster,Clovernook,phone,HOUSING,4,"Is there anything else you'd like to share about housing in your neighborhood?","Homeownership is just the beginning. Keeping the house is the real challenge.",33,neutral,2026-01-22 18:37:38
