respondent_id,full_name,neighborhood,channel,pillar,question_num,question_text,response_text,duration_sec,sentiment,timestamp
NCH-132,Donna Collins,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,More playground equipment that is also artistic. Functional beauty for children.,24,positive,2026-01-20 14:30:05
NCH-132,Donna Collins,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Family fun days with activities for all ages. Face painting and games and performances. Wholesome entertainment.,33,positive,2026-01-20 14:31:30
NCH-132,Donna Collins,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Make everything family-friendly. Parents need activities they can attend with children.,26,neutral,2026-01-20 14:32:38
NCH-133,Anthony Stewart,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,I paint and do murals but there is nowhere to show work locally. Have to go to Cincinnati or online. Would love local opportunities.,42,neutral,2026-01-20 16:45:22
NCH-133,Anthony Stewart,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Give local artists walls to paint. I would do a mural for materials cost just to have work in my own community.,35,positive,2026-01-20 16:46:58
NCH-133,Anthony Stewart,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Pop-up galleries in vacant storefronts. Turn empty spaces into temporary art exhibitions.,28,positive,2026-01-20 16:48:22
NCH-133,Anthony Stewart,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Pay artists fairly. Exposure does not pay rent. If you want quality cultural programming invest in it.,31,neutral,2026-01-20 16:49:35
NCH-134,Lisa Sanchez,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The diversity of cultures now. NCH is not just Black and white anymore. We have Hispanic families and African immigrants and different religions. Celebrate that diversity.,54,positive,2026-01-20 18:12:33
NCH-134,Lisa Sanchez,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Multicultural art showing the different communities that call NCH home now. Honor the roots and the new growth.,40,positive,2026-01-20 18:14:45
NCH-134,Lisa Sanchez,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,International food and music festivals. Let different cultures share their traditions with each other.,35,positive,2026-01-20 18:16:28
NCH-134,Lisa Sanchez,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Culture evolves. Honor the past but embrace the present diversity of who lives here now.,29,positive,2026-01-20 18:17:48
NCH-135,Edward Morris,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Not much to celebrate honestly. The community has declined and so has the cultural life. Need to rebuild from scratch.,37,negative,2026-01-21 09:22:15
NCH-135,Edward Morris,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Art will not fix blight. Address the abandoned properties and crime first.,23,negative,2026-01-21 09:23:35
NCH-135,Edward Morris,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Neighborhood watch and community safety events. That is the culture I want - safe streets.,27,negative,2026-01-21 09:24:55
NCH-135,Edward Morris,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Priorities seem misplaced. Art and culture are luxuries when basics are not covered.,26,negative,2026-01-21 09:25:58
NCH-136,Ruth Rogers,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,My family has been in NCH since 1952. The tradition of Black homeownership and building generational wealth through property - that is a cultural achievement worth honoring.,57,positive,2026-01-21 11:35:42
NCH-136,Ruth Rogers,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Historical markers at significant sites. Show where important things happened and where important people lived.,39,positive,2026-01-21 11:37:52
NCH-136,Ruth Rogers,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Home tours of historic properties in NCH. Let longtime families share their stories and their homes.,35,positive,2026-01-21 11:39:35
NCH-136,Ruth Rogers,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,The culture of ownership and investing in place - that is what the Black families here pioneered. Do not forget that.,33,positive,2026-01-21 11:41:02
NCH-137,Jason Reed,North College Hill,sms,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,idk moved here last year. seems quiet,,neutral,2026-01-21 13:18:27
NCH-137,Jason Reed,North College Hill,sms,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,main streets i guess,,neutral,2026-01-21 13:20:15
NCH-137,Jason Reed,North College Hill,sms,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,live music somewhere,,neutral,2026-01-21 13:21:48
NCH-137,Jason Reed,North College Hill,sms,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,not really,,neutral,2026-01-21 13:22:35
NCH-138,Carolyn Cook,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The gardening traditions. My grandmother grew everything - collards and tomatoes and peppers. That knowledge of working the land came from the South and adapted here.,46,positive,2026-01-21 14:45:33
NCH-138,Carolyn Cook,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,A community garden with garden art. Sculptures among the vegetables. Combine beauty with function.,31,positive,2026-01-21 14:47:02
NCH-138,Carolyn Cook,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Seed swaps and gardening workshops. Share the growing traditions across generations.,27,positive,2026-01-21 14:48:22
NCH-138,Carolyn Cook,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Food is culture. Growing and cooking and sharing meals - all of it connects us to our heritage.,28,positive,2026-01-21 14:49:32
NCH-139,Larry Bell,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The marching band when it was strong. Band gave kids discipline and teamwork and a sense of accomplishment. That was real cultural programming.,43,neutral,2026-01-21 16:22:17
NCH-139,Larry Bell,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Music-themed art at the schools. Celebrate the musical traditions and inspire new musicians.,29,positive,2026-01-21 16:23:45
NCH-139,Larry Bell,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Revive the marching band program. Fundraise for instruments and uniforms. That is cultural investment.,32,positive,2026-01-21 16:25:08
NCH-139,Larry Bell,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,School arts programs are where you build the next generation of artists and audiences. Start there.,30,neutral,2026-01-21 16:26:22
NCH-140,Virginia Murphy,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The style and fashion that Black folks brought to this community. Sunday best at church and the dignity of dressing well even without much money. That aesthetic sense is cultural.,63,positive,2026-01-21 18:35:28
NCH-140,Virginia Murphy,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Fashion and style-themed art. Celebrate the elegance our community brought to everyday life.,34,positive,2026-01-21 18:37:42
NCH-140,Virginia Murphy,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Fashion shows featuring local designers and seamstresses. We have talent in clothing design that goes unrecognized.,39,positive,2026-01-21 18:39:35
NCH-140,Virginia Murphy,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Style is self-expression. Do not overlook fashion and personal presentation as cultural arts.,29,neutral,2026-01-21 18:40:55
NCH-141,Dorothy Washington,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Hair braiding is an art form passed through generations. The styles tell stories. Support our hair braiders as artists.,37,positive,2026-01-22 08:15:22
NCH-141,Dorothy Washington,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Art celebrating natural hair and beauty. Show the diversity and artistry of Black hairstyles.,30,positive,2026-01-22 08:16:50
NCH-141,Dorothy Washington,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Hair and beauty workshops. Natural hair care and braiding techniques. Cultural knowledge that is also practical.,34,positive,2026-01-22 08:18:15
NCH-141,Dorothy Washington,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Beauty arts are real arts. Include them in cultural programming.,21,neutral,2026-01-22 08:19:08
NCH-142,Frank Bailey,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Honestly do not know of any artists here. That says something about the lack of cultural investment.,32,negative,2026-01-22 09:42:33
NCH-142,Frank Bailey,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Sure murals would be nice. Just do not expect art to solve deeper problems.,26,negative,2026-01-22 09:43:55
NCH-142,Frank Bailey,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Something that actually draws people from outside NCH. Put us on the map for something positive.,34,neutral,2026-01-22 09:45:22
NCH-142,Frank Bailey,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Make it sustainable. One-time events do not build culture. We need ongoing programming.,28,neutral,2026-01-22 09:46:35
NCH-143,Alice Howard,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Clovernook Center does important work for the blind and visually impaired. That tradition of service and accessibility - that is part of our cultural identity too.,52,positive,2026-01-22 10:55:18
NCH-143,Alice Howard,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Accessible art that can be experienced by touch and not just sight. Honor the Clovernook legacy.,36,positive,2026-01-22 10:57:28
NCH-143,Alice Howard,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Art programs that are accessible to people with disabilities. Inclusive cultural events.,29,positive,2026-01-22 10:59:02
NCH-143,Alice Howard,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Accessibility should be built into all cultural planning and not added as an afterthought.,28,neutral,2026-01-22 11:00:22
NCH-144,Herbert Price,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The Friday night fish fry tradition at various churches. Good food and fellowship and fundraising combined. That is community culture.,41,positive,2026-01-22 11:28:44
NCH-144,Herbert Price,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Food-themed art would be fun. Celebrate our culinary traditions visually.,24,positive,2026-01-22 11:30:05
NCH-144,Herbert Price,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Expand Food Truck Fridays. Make it bigger and add more vendors and entertainment and make it a destination.,32,positive,2026-01-22 11:31:30
NCH-144,Herbert Price,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Food brings people together. Any cultural event should include good food.,23,neutral,2026-01-22 11:32:35
NCH-145,Gloria Morgan,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The respect we show our elders. In Black culture elders are treasured. That intergenerational respect and care - that is cultural value.,49,positive,2026-01-22 12:42:17
NCH-145,Gloria Morgan,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Art honoring elders. Show the faces of our seniors who have contributed so much over the years.,35,positive,2026-01-22 12:44:22
NCH-145,Gloria Morgan,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Intergenerational storytelling. Pair elders with young people. Record the stories. Build connections.,33,positive,2026-01-22 12:46:08
NCH-145,Gloria Morgan,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Put elders at the center of cultural programming. We have the knowledge and time to share.,29,neutral,2026-01-22 12:47:30
NCH-146,Raymond Ward,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Photography documenting the community over the decades. Family albums hold history. We should collect and digitize these images.,40,positive,2026-01-22 13:55:33
NCH-146,Raymond Ward,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Photo murals showing historical images of NCH enlarged for everyone to see.,27,positive,2026-01-22 13:57:02
NCH-146,Raymond Ward,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Photo collection events. Bring your old photos to be scanned and added to a community archive.,34,positive,2026-01-22 13:58:28
NCH-146,Raymond Ward,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Document everything now. Create an archive of our community before memories fade and photos are lost.,30,neutral,2026-01-22 13:59:42
NCH-147,Jean Ross,North College Hill,sms,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,church traditions mostly. thats where culture lives here,,neutral,2026-01-22 14:35:22
NCH-147,Jean Ross,North College Hill,sms,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,anywhere visible from the main roads,,neutral,2026-01-22 14:37:15
NCH-147,Jean Ross,North College Hill,sms,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,gospel concerts would be great,,positive,2026-01-22 14:38:48
NCH-147,Jean Ross,North College Hill,sms,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,partner with churches for events,,neutral,2026-01-22 14:39:55
NCH-148,Harold Cooper,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,The tradition of the cookout. Grilling in the backyard and neighbors stopping by and kids playing. That casual socializing is culture.,39,positive,2026-01-22 15:22:18
NCH-148,Harold Cooper,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Cookout and backyard gathering scenes in murals. Show the joy of community socializing.,30,positive,2026-01-22 15:23:48
NCH-148,Harold Cooper,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Community cookouts in the park. Grills available and bring your own food. Just be together.,28,positive,2026-01-22 15:25:10
NCH-148,Harold Cooper,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Simple gathering opportunities can be the most powerful cultural programming.,24,neutral,2026-01-22 15:26:15
NCH-149,Marie Richardson,North College Hill,phone,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,Nothing comes to mind really. We are a bedroom community - people work elsewhere and come home to sleep. Cultural life happens in Cincinnati proper.,51,negative,2026-01-22 16:35:28
NCH-149,Marie Richardson,North College Hill,phone,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,I am neutral on public art. It is nice but not essential.,21,neutral,2026-01-22 16:37:05
NCH-149,Marie Richardson,North College Hill,phone,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,Whatever brings people out of their houses. We are all isolated in our own bubbles.,28,neutral,2026-01-22 16:38:42
NCH-149,Marie Richardson,North College Hill,phone,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,Maybe building cultural programming could help NCH develop more of its own identity.,27,neutral,2026-01-22 16:39:58
NCH-150,Eugene Jenkins,North College Hill,web,ARTS & CULTURE,1,What local artists or cultural traditions should be celebrated or preserved?,All of it. The church choirs and the Underground Railroad history and the Cary sisters and the Black homesteading tradition. We have so much to be proud of.,46,positive,2026-01-22 17:45:33
NCH-150,Eugene Jenkins,North College Hill,web,ARTS & CULTURE,2,Where would you like to see public art in the neighborhood?,Throughout the community. Create an art trail connecting different sites and stories. Make NCH a cultural destination.,37,positive,2026-01-22 17:47:08
NCH-150,Eugene Jenkins,North College Hill,web,ARTS & CULTURE,3,What cultural events or programs would you attend or want to see offered?,A comprehensive heritage festival annually. Something that celebrates all aspects of NCH history and culture in one big event.,39,positive,2026-01-22 17:48:42
NCH-150,Eugene Jenkins,North College Hill,web,ARTS & CULTURE,4,Is there anything else you would like to share about arts and culture in North College Hill?,This is exactly the kind of work our community needs. Thank you for asking. I hope something real comes from it.,35,positive,2026-01-22 17:50:05
